""	"C1"	"C2"	"C3"	"KO1"	"KO2"	"KO3"
"ENSMUSG00000040188.10"	2268	1141	2919	3430	2364	2388
"ENSMUSG00000040189.18"	199	148	304	482	246	322
"ENSMUSG00000040195.11"	526	273	616	753	561	597
"ENSMUSG00000040197.4"	0	0	0	0	0	0
"ENSMUSG00000040204.6"	179	111	187	271	125	153
"ENSMUSG00000040205.8"	42	12	68	55	20	53
"ENSMUSG00000040209.12"	8436	3864	10112	11936	8542	11058
"ENSMUSG00000040212.12"	303	139	343	479	310	272
"ENSMUSG00000040213.13"	616	258	802	1233	732	647
"ENSMUSG00000040217.7"	0	0	0	0	0	0
"ENSMUSG00000040219.4"	294	152	321	403	274	245
"ENSMUSG00000040220.10"	1624	761	1845	2349	1677	2006
"ENSMUSG00000040225.15"	20944	8413	23365	26645	18087	27598
"ENSMUSG00000040229.11"	1516	690	1727	2692	1732	1614
"ENSMUSG00000040231.16"	1	1	14	4	7	7
"ENSMUSG00000040234.16"	5909	2693	6828	8317	5717	5943
"ENSMUSG00000040236.4"	5217	2443	5903	7146	5431	5180
"ENSMUSG00000040242.14"	12595	6142	14104	18304	12815	12822
"ENSMUSG00000040247.6"	57	18	45	90	49	73
"ENSMUSG00000040249.15"	52046	22269	62889	70797	47697	68646
"ENSMUSG00000040250.14"	1791	839	2271	2523	1948	1852
"ENSMUSG00000040253.15"	607	260	561	734	656	600
"ENSMUSG00000040254.11"	1593	815	1887	2698	1632	1584
"ENSMUSG00000040258.6"	1030	507	1188	1678	1225	1178
"ENSMUSG00000040260.8"	8600	4600	10983	13891	9357	10401
"ENSMUSG00000040263.16"	2357	1051	2711	3243	2644	2537
"ENSMUSG00000040264.10"	0	0	0	0	0	0
"ENSMUSG00000040265.16"	17972	8541	21299	28105	17506	22883
"ENSMUSG00000040268.17"	13412	6229	14551	17273	13344	14229
"ENSMUSG00000040269.5"	1095	568	1444	1744	1312	1183
"ENSMUSG00000040270.16"	1238	616	1560	1717	1110	1689
"ENSMUSG00000040272.14"	330	133	424	547	403	407
"ENSMUSG00000040274.11"	334	186	486	617	384	478
"ENSMUSG00000040276.15"	61607	27802	67985	80703	60811	73444
"ENSMUSG00000040280.10"	232	121	310	356	292	278
"ENSMUSG00000040282.13"	1077	526	1336	1477	1125	1097
"ENSMUSG00000040283.14"	12	5	21	27	13	18
"ENSMUSG00000040284.4"	0	0	0	0	0	0
"ENSMUSG00000040287.9"	44	49	62	53	91	73
"ENSMUSG00000040289.8"	8513	3903	9349	12201	9245	9196
"ENSMUSG00000040296.15"	600	255	813	878	640	670
"ENSMUSG00000040297.12"	4969	2246	5823	7639	5113	5564
"ENSMUSG00000040298.6"	273	139	283	313	201	223
"ENSMUSG00000040302.17"	846	431	1203	1564	1007	1032
"ENSMUSG00000040310.12"	458	166	613	715	597	437
"ENSMUSG00000040312.14"	372	171	429	690	424	491
"ENSMUSG00000040314.2"	1	0	0	2	0	2
"ENSMUSG00000040321.3"	3968	1809	4343	5348	4102	4654
"ENSMUSG00000040322.10"	359	180	447	520	328	394
"ENSMUSG00000040323.13"	0	0	0	0	0	0
"ENSMUSG00000040325.16"	3952	1719	4404	5561	3612	4463
"ENSMUSG00000040327.16"	9582	3900	11705	13590	9431	12041
"ENSMUSG00000040328.15"	29	22	25	25	19	22
"ENSMUSG00000040329.14"	16	1	20	31	8	27
"ENSMUSG00000040331.16"	3237	1449	4094	5098	3438	3287
"ENSMUSG00000040339.10"	8278	4459	9081	11488	9400	9999
"ENSMUSG00000040340.13"	2	4	8	12	2	5
"ENSMUSG00000040345.10"	106	59	167	174	184	140
"ENSMUSG00000040350.16"	123	66	285	200	168	136
"ENSMUSG00000040351.11"	8490	4212	9307	11101	8311	9707
"ENSMUSG00000040354.14"	6694	2843	7923	9192	6893	7139
"ENSMUSG00000040356.16"	9138	3914	10455	12553	8826	10578
"ENSMUSG00000040359.14"	4083	1810	4505	5773	4245	4593
"ENSMUSG00000040363.15"	3872	1990	4755	5179	3860	4511
"ENSMUSG00000040364.8"	73	24	64	160	32	96
"ENSMUSG00000040365.14"	6448	2811	7377	9084	6412	6938
"ENSMUSG00000040367.2"	11	12	16	25	7	4
"ENSMUSG00000040370.13"	2341	1038	2885	3666	2788	2499
"ENSMUSG00000040372.2"	482	226	598	655	373	661
"ENSMUSG00000040373.12"	1985	1020	2650	2716	4112	2741
"ENSMUSG00000040374.13"	2869	1369	3521	4569	3313	2879
"ENSMUSG00000040380.14"	184	116	3136	1065	132	238
"ENSMUSG00000040383.16"	5566	2314	6511	7542	5325	6464
"ENSMUSG00000040385.7"	15563	7686	17752	23098	16943	15797
"ENSMUSG00000040387.16"	1840	901	2005	2685	1660	2091
"ENSMUSG00000040389.15"	18804	8008	21145	26582	17441	20799
"ENSMUSG00000040390.13"	31681	15701	36054	43384	33335	35665
"ENSMUSG00000040396.12"	6741	3316	7409	9387	6944	7920
"ENSMUSG00000040405.13"	0	1	0	1	0	5
"ENSMUSG00000040407.17"	10564	5216	12757	15537	9805	14510
"ENSMUSG00000040410.14"	2333	987	2931	3537	2407	2496
"ENSMUSG00000040412.16"	4334	2417	5258	7029	4550	5792
"ENSMUSG00000040413.15"	12	10	4	5	13	15
"ENSMUSG00000040414.8"	2877	1477	3748	4001	3043	3349
"ENSMUSG00000040415.15"	18433	8908	23472	27767	20563	21680
"ENSMUSG00000040420.15"	3058	1106	3598	4744	3060	3227
"ENSMUSG00000040423.10"	5340	2619	6105	8112	5502	6997
"ENSMUSG00000040424.15"	8070	4624	10645	13103	6947	6855
"ENSMUSG00000040428.19"	232	87	341	352	237	262
"ENSMUSG00000040429.6"	259	162	344	410	385	368
"ENSMUSG00000040430.18"	11498	5567	11530	15538	10079	12891
"ENSMUSG00000040432.5"	49	27	81	111	58	95
"ENSMUSG00000040433.16"	7068	2920	7364	10050	7184	8184
"ENSMUSG00000040434.16"	14	25	47	48	16	36
"ENSMUSG00000040435.12"	2053	951	2108	2884	1971	2352
"ENSMUSG00000040441.10"	1006	522	1150	1442	1120	1172
"ENSMUSG00000040446.4"	18049	8454	20131	25941	18251	20125
"ENSMUSG00000040447.15"	5803	3042	6938	8718	5850	6683
"ENSMUSG00000040451.18"	4496	2068	6002	6879	5007	5304
"ENSMUSG00000040452.9"	2028	927	2132	2760	2140	2364
"ENSMUSG00000040455.17"	6108	2924	6176	8460	5738	6945
"ENSMUSG00000040456.2"	0	2	0	0	0	0
"ENSMUSG00000040459.11"	8113	4750	10404	13533	10345	11712
"ENSMUSG00000040462.13"	19925	8224	21051	25680	18520	21010
"ENSMUSG00000040463.16"	6842	2972	7700	8924	6414	7460
"ENSMUSG00000040464.15"	1287	599	1481	1922	1331	1315
"ENSMUSG00000040466.16"	931	390	1170	1484	1451	1263
"ENSMUSG00000040471.17"	8	0	11	10	19	13
"ENSMUSG00000040472.15"	5072	2306	6414	7733	5873	5899
"ENSMUSG00000040473.15"	1297	558	1514	1632	1302	1558
"ENSMUSG00000040478.14"	5	0	8	10	3	5
"ENSMUSG00000040479.11"	66389	32413	82160	95476	71759	76993
"ENSMUSG00000040481.17"	12646	5498	14421	16693	11219	15544
"ENSMUSG00000040482.16"	1474	722	1651	2092	1684	1700
"ENSMUSG00000040483.15"	243	151	364	557	378	301
"ENSMUSG00000040485.5"	1	2	1	0	6	0
"ENSMUSG00000040488.17"	7094	4151	9629	11343	7771	9383
"ENSMUSG00000040489.5"	22	14	21	23	21	28
"ENSMUSG00000040490.4"	3836	1922	3921	4780	3131	3862
"ENSMUSG00000040495.4"	2642	1083	3023	2908	2413	2787
"ENSMUSG00000040498.7"	2	0	9	0	1	0
"ENSMUSG00000040502.5"	4402	1820	4752	5214	4643	4751
"ENSMUSG00000040505.13"	1	0	9	5	1	4
"ENSMUSG00000040506.16"	9122	3776	10397	12159	8836	10484
"ENSMUSG00000040511.14"	604	310	710	874	632	715
"ENSMUSG00000040514.6"	2	0	0	7	3	2
"ENSMUSG00000040520.7"	6255	2702	6777	8751	6224	6102
"ENSMUSG00000040521.11"	1984	803	2342	2989	2244	1861
"ENSMUSG00000040522.5"	13	8	21	41	13	14
"ENSMUSG00000040524.9"	5697	2541	6563	7891	4993	7046
"ENSMUSG00000040525.13"	2	0	2	7	0	5
"ENSMUSG00000040528.15"	22	16	23	62	34	43
"ENSMUSG00000040532.14"	2666	1215	3421	4175	3269	2940
"ENSMUSG00000040533.7"	79	45	82	232	112	162
"ENSMUSG00000040536.15"	20293	8497	20928	29529	18886	22117
"ENSMUSG00000040537.17"	29370	12704	33999	40319	27301	33559
"ENSMUSG00000040540.6"	37	0	0	0	0	0
"ENSMUSG00000040541.7"	0	0	0	0	0	0
"ENSMUSG00000040543.16"	14111	6782	17184	20122	15147	17653
"ENSMUSG00000040548.16"	13426	6577	15442	19332	13280	14608
"ENSMUSG00000040549.16"	23835	9349	28230	33443	21721	27409
"ENSMUSG00000040550.17"	9905	4313	9816	13128	9501	10007
"ENSMUSG00000040552.8"	233	126	236	438	253	275
"ENSMUSG00000040554.10"	3	0	8	20	8	13
"ENSMUSG00000040557.14"	960	415	1107	1329	912	1051
"ENSMUSG00000040560.10"	30382	12301	33467	40358	26762	34954
"ENSMUSG00000040562.12"	339	140	450	604	324	364
"ENSMUSG00000040563.13"	29152	13289	30520	36454	26610	31162
"ENSMUSG00000040564.14"	51	42	54	98	93	59
"ENSMUSG00000040565.8"	2947	1616	4143	4247	2828	3428
"ENSMUSG00000040569.13"	668	396	844	1799	838	635
"ENSMUSG00000040570.14"	6276	2707	7462	9034	5855	6606
"ENSMUSG00000040576.8"	0	0	0	0	2	0
"ENSMUSG00000040583.8"	0	0	0	0	0	0
"ENSMUSG00000040584.8"	4259	2360	5827	7051	5264	4639
"ENSMUSG00000040586.8"	1052	373	1285	1485	874	1092
"ENSMUSG00000040591.18"	9720	4541	11259	14022	9901	9647
"ENSMUSG00000040592.11"	28	11	48	54	65	21
"ENSMUSG00000040594.19"	629	306	740	867	646	810
"ENSMUSG00000040596.15"	6870	3555	9427	10482	7221	7505
"ENSMUSG00000040599.13"	2514	1224	2980	3703	2492	2864
"ENSMUSG00000040600.9"	2051	1643	2471	2819	1772	2168
"ENSMUSG00000040601.13"	0	0	10	0	4	0
"ENSMUSG00000040605.7"	1206	470	1176	1412	1143	1009
"ENSMUSG00000040606.13"	6000	3303	6719	9039	6158	6440
"ENSMUSG00000040610.7"	5	0	78	0	0	1
"ENSMUSG00000040612.13"	23966	10472	26091	33659	22470	30424
"ENSMUSG00000040613.14"	174	92	217	321	231	199
"ENSMUSG00000040614.14"	2	0	3	5	2	3
"ENSMUSG00000040616.3"	344	142	400	512	336	346
"ENSMUSG00000040618.7"	2421	1136	3099	4002	2603	2968
"ENSMUSG00000040620.15"	3675	1793	5020	5636	3939	4489
"ENSMUSG00000040621.14"	1146	528	1358	1760	1297	1162
"ENSMUSG00000040624.17"	2311	1040	2620	2854	2006	2422
"ENSMUSG00000040627.14"	0	2	0	2	0	6
"ENSMUSG00000040629.8"	0	8	7	14	11	1
"ENSMUSG00000040631.8"	2498	1323	2649	3149	2750	2982
"ENSMUSG00000040632.16"	52	34	47	102	45	63
"ENSMUSG00000040640.11"	28745	11270	29049	35746	24795	31191
"ENSMUSG00000040648.14"	2608	1154	2858	4051	2669	3298
"ENSMUSG00000040649.15"	5204	2465	5600	6747	5380	5976
"ENSMUSG00000040650.8"	4	0	4	0	0	0
"ENSMUSG00000040651.9"	4817	2136	5362	6936	5066	6207
"ENSMUSG00000040652.16"	25170	11223	28272	35491	25618	26738
"ENSMUSG00000040653.6"	2786	1284	2843	3610	2709	3230
"ENSMUSG00000040658.7"	407	198	410	540	422	341
"ENSMUSG00000040659.3"	40126	17824	47616	58024	39654	36159
"ENSMUSG00000040660.6"	0	0	0	0	0	0
"ENSMUSG00000040661.6"	2994	1429	3674	4320	3150	4004
"ENSMUSG00000040663.9"	40	29	60	72	59	47
"ENSMUSG00000040666.19"	61	26	106	128	103	100
"ENSMUSG00000040667.11"	5365	2416	6517	7717	5731	6396
"ENSMUSG00000040669.14"	5362	2794	6651	7527	5465	6711
"ENSMUSG00000040675.17"	2515	810	3042	2838	2322	2532
"ENSMUSG00000040680.9"	120	83	168	264	128	158
"ENSMUSG00000040681.16"	5088	2759	6449	7787	6226	5523
"ENSMUSG00000040687.16"	30061	13393	34075	42024	28466	36459
"ENSMUSG00000040688.16"	3571	1528	4108	5412	3755	4055
"ENSMUSG00000040690.15"	1383	733	1976	2312	1581	1616
"ENSMUSG00000040693.7"	462	212	518	671	447	490
"ENSMUSG00000040694.4"	10	2	8	24	4	5
"ENSMUSG00000040697.10"	10086	4493	12476	14663	10132	12123
"ENSMUSG00000040699.13"	8774	3765	10255	11946	10140	9705
"ENSMUSG00000040701.16"	419	245	543	536	467	630
"ENSMUSG00000040703.11"	670	339	694	1078	522	584
"ENSMUSG00000040706.4"	63	31	112	170	111	82
"ENSMUSG00000040710.10"	2118	1129	2046	3386	2234	2317
"ENSMUSG00000040711.7"	2351	1320	2798	3403	2507	3140
"ENSMUSG00000040712.16"	41760	19303	49728	59372	43038	50004
"ENSMUSG00000040713.12"	3495	1518	4331	5269	3912	3314
"ENSMUSG00000040714.14"	212	93	307	292	150	203
"ENSMUSG00000040715.12"	0	144	186	315	73	0
"ENSMUSG00000040717.6"	745	379	814	1176	742	886
"ENSMUSG00000040720.15"	6084	2563	6555	7913	5455	6795
"ENSMUSG00000040721.9"	5398	2767	6408	7191	4913	7564
"ENSMUSG00000040722.7"	65097	28059	70681	88537	64020	68891
"ENSMUSG00000040723.14"	628	373	970	1124	606	678
"ENSMUSG00000040724.5"	34602	13674	43401	48397	32237	42257
"ENSMUSG00000040725.13"	14103	6060	15684	18765	14686	15209
"ENSMUSG00000040726.10"	0	0	0	0	0	1
"ENSMUSG00000040728.15"	14	3	35	5	4	22
"ENSMUSG00000040729.7"	1663	772	1913	2379	1426	1780
"ENSMUSG00000040731.13"	55809	25810	62223	77151	58510	57801
"ENSMUSG00000040732.20"	447	251	602	736	684	530
"ENSMUSG00000040734.14"	500	181	428	576	445	565
"ENSMUSG00000040738.10"	2447	1402	3288	3670	2496	2677
"ENSMUSG00000040740.7"	694	335	1128	1686	1075	798
"ENSMUSG00000040746.15"	7808	3222	9501	11255	8044	7989
"ENSMUSG00000040747.9"	1016	493	1102	1503	1163	1000
"ENSMUSG00000040749.11"	622	313	774	963	776	810
"ENSMUSG00000040751.12"	129	71	118	313	267	246
"ENSMUSG00000040752.16"	335	86	343	494	295	397
"ENSMUSG00000040759.9"	4951	2410	6040	6704	4574	3828
"ENSMUSG00000040760.11"	13680	6268	14933	19519	14123	15734
"ENSMUSG00000040761.16"	9086	3442	10602	10670	7564	10973
"ENSMUSG00000040767.10"	1252	646	1616	1845	1352	1149
"ENSMUSG00000040770.5"	15	6	23	35	25	14
"ENSMUSG00000040771.14"	566	260	766	936	667	584
"ENSMUSG00000040774.15"	4860	2438	5919	7789	4818	5191
"ENSMUSG00000040775.6"	2	5	6	17	4	14
"ENSMUSG00000040782.12"	6891	3632	7687	9443	6655	7157
"ENSMUSG00000040785.19"	134372	61260	152390	187164	123190	151938
"ENSMUSG00000040794.5"	12189	6101	15687	17415	15161	14031
"ENSMUSG00000040795.12"	1515	574	1886	2146	1649	1544
"ENSMUSG00000040797.16"	20054	10034	24709	27717	21392	24286
"ENSMUSG00000040808.4"	0	0	0	0	0	0
"ENSMUSG00000040809.10"	13	14	22	88	54	30
"ENSMUSG00000040811.15"	19581	8439	22865	27962	20176	21621
"ENSMUSG00000040812.14"	148	81	205	210	165	227
"ENSMUSG00000040813.16"	9554	4341	10904	12956	9649	9768
"ENSMUSG00000040818.10"	2021	962	2426	3073	2102	2288
"ENSMUSG00000040820.16"	1839	778	2184	2821	1982	2446
"ENSMUSG00000040822.7"	1726	960	1990	2506	1794	1745
"ENSMUSG00000040824.3"	6539	3343	7448	9156	7391	6779
"ENSMUSG00000040828.10"	48	17	51	84	24	83
"ENSMUSG00000040829.14"	26	11	56	36	47	48
"ENSMUSG00000040836.15"	1775	965	1903	1940	1459	1751
"ENSMUSG00000040838.10"	49	20	55	75	34	90
"ENSMUSG00000040841.5"	201	94	317	429	241	292
"ENSMUSG00000040842.17"	4221	2181	5140	6535	4835	4132
"ENSMUSG00000040843.10"	6204	2811	6981	9114	6627	6398
"ENSMUSG00000040848.11"	5056	2291	6110	7301	4786	4948
"ENSMUSG00000040850.17"	6871	2467	7688	8644	6174	7197
"ENSMUSG00000040852.6"	704	523	1037	1187	810	1103
"ENSMUSG00000040855.15"	30632	13897	35858	47934	29568	38898
"ENSMUSG00000040856.17"	871	808	1210	1411	716	1564
"ENSMUSG00000040857.15"	9314	3534	10304	11780	8703	9971
"ENSMUSG00000040859.14"	7472	3323	8855	10970	7729	8000
"ENSMUSG00000040860.16"	5212	2384	7068	9576	6022	5988
"ENSMUSG00000040865.15"	3689	1736	4539	5466	3557	5257
"ENSMUSG00000040866.13"	33	17	15	37	29	56
"ENSMUSG00000040867.12"	17247	9290	22503	25603	18824	22015
"ENSMUSG00000040875.12"	4209	1950	5138	5828	3676	4826
"ENSMUSG00000040877.16"	1078	476	1029	1524	915	966
"ENSMUSG00000040883.17"	2125	1067	2616	3417	2436	2171
"ENSMUSG00000040888.10"	1463	747	1658	1904	1554	1479
"ENSMUSG00000040891.6"	6	0	0	8	7	0
"ENSMUSG00000040896.16"	9608	5050	10976	13689	8702	12133
"ENSMUSG00000040899.14"	1	0	15	24	0	9
"ENSMUSG00000040901.8"	1	0	0	0	4	4
"ENSMUSG00000040904.10"	5260	2224	5827	7156	5645	5310
"ENSMUSG00000040907.15"	377358	159591	376626	440498	332449	393967
"ENSMUSG00000040913.11"	2627	1271	2759	3626	2838	2907
"ENSMUSG00000040918.12"	2046	908	2453	2940	1932	2168
"ENSMUSG00000040919.13"	23	6	13	14	17	11
"ENSMUSG00000040928.15"	4692	2323	5865	7497	5040	5582
"ENSMUSG00000040929.17"	7719	3245	7195	10171	6674	9669
"ENSMUSG00000040935.12"	63	28	70	86	103	66
"ENSMUSG00000040936.15"	1262	568	1464	1665	1319	1524
"ENSMUSG00000040938.16"	1231	465	1760	2334	1332	1507
"ENSMUSG00000040940.18"	3347	1598	4462	5493	4396	5405
"ENSMUSG00000040943.12"	2352	1126	2695	3111	2560	3735
"ENSMUSG00000040945.13"	13424	6901	16058	19874	14199	15110
"ENSMUSG00000040950.13"	72	28	112	138	55	55
"ENSMUSG00000040952.16"	16760	8910	24113	29732	21279	18167
"ENSMUSG00000040957.15"	4058	1805	4976	5914	3942	4369
"ENSMUSG00000040963.15"	5	9	3	12	7	1
"ENSMUSG00000040964.16"	6751	3295	8698	10738	7532	7299
"ENSMUSG00000040966.10"	170	63	230	258	160	159
"ENSMUSG00000040969.14"	12	13	21	18	11	20
"ENSMUSG00000040972.8"	10441	4942	11888	14131	10135	8736
"ENSMUSG00000040978.4"	149	91	214	234	177	118
"ENSMUSG00000040985.13"	4	7	0	3	9	0
"ENSMUSG00000040987.15"	275	148	375	478	337	306
"ENSMUSG00000040990.17"	5508	2439	5754	7028	5293	6206
"ENSMUSG00000040997.13"	8975	4181	10738	13241	9071	7775
"ENSMUSG00000040998.18"	5640	2365	6079	6511	4330	6476
"ENSMUSG00000041000.8"	3335	1627	4556	4617	3413	3879
"ENSMUSG00000041009.8"	0	0	4	2	1	0
"ENSMUSG00000041012.4"	98	43	144	174	155	170
"ENSMUSG00000041014.17"	6633	2639	7372	9348	6553	8205
"ENSMUSG00000041020.14"	22147	9107	23229	29487	20036	22931
"ENSMUSG00000041025.15"	2874	1073	3330	3689	2738	3210
"ENSMUSG00000041028.16"	55906	25687	65762	84764	60715	58735
"ENSMUSG00000041035.9"	4800	2270	5282	6752	4779	4930
"ENSMUSG00000041037.8"	19511	9064	22280	26751	18802	25451
"ENSMUSG00000041040.12"	10633	4464	12521	15728	10525	12460
"ENSMUSG00000041044.9"	2	2	0	0	0	0
"ENSMUSG00000041046.7"	2121	915	2800	3025	2214	1987
"ENSMUSG00000041052.8"	0	0	2	0	1	0
"ENSMUSG00000041057.10"	3050	1302	3323	3948	3245	3398
"ENSMUSG00000041058.15"	5986	2797	6847	8754	6321	6676
"ENSMUSG00000041062.7"	16	11	28	33	8	11
"ENSMUSG00000041064.13"	56	25	14	59	44	62
"ENSMUSG00000041068.6"	0	0	0	0	0	0
"ENSMUSG00000041073.10"	6322	2828	7125	8039	5966	6917
"ENSMUSG00000041075.8"	1702	664	2017	2454	1441	1787
"ENSMUSG00000041078.7"	10683	4586	11672	14857	10110	12496
"ENSMUSG00000041079.12"	1362	580	1559	1953	1466	1520
"ENSMUSG00000041084.8"	3339	1908	4069	5388	3954	3768
"ENSMUSG00000041096.13"	9107	4506	10756	14132	9324	10556
"ENSMUSG00000041112.17"	16140	7233	17457	22733	15888	18660
"ENSMUSG00000041115.16"	30429	13013	35176	41354	30234	37819
"ENSMUSG00000041117.8"	633	307	784	999	590	738
"ENSMUSG00000041119.12"	1988	1007	1986	2610	1680	2071
"ENSMUSG00000041120.6"	8351	3506	10365	13686	8793	11093
"ENSMUSG00000041124.11"	7928	3856	8930	11859	8149	8335
"ENSMUSG00000041126.16"	3440	1960	4420	5298	4061	3121
"ENSMUSG00000041130.10"	3752	2119	4389	5209	3629	4863
"ENSMUSG00000041132.11"	2971	1520	3377	4500	3048	3247
"ENSMUSG00000041133.11"	10039	4254	11397	14631	9839	11552
"ENSMUSG00000041134.15"	547	520	773	1188	768	798
"ENSMUSG00000041135.15"	589	273	755	821	607	652
"ENSMUSG00000041138.16"	1	0	0	9	7	1
"ENSMUSG00000041141.7"	22584	11120	26654	36964	24261	29097
"ENSMUSG00000041143.16"	417	188	583	661	496	341
"ENSMUSG00000041144.10"	280	154	328	407	235	391
"ENSMUSG00000041147.10"	835	382	1104	1310	949	1106
"ENSMUSG00000041153.9"	2082	942	2419	3027	1991	2238
"ENSMUSG00000041161.8"	1035	380	1076	1237	1005	1411
"ENSMUSG00000041164.15"	39428	18493	47646	56858	41621	47636
"ENSMUSG00000041165.6"	2	6	8	3	14	17
"ENSMUSG00000041168.10"	9841	4245	10595	12876	9394	10960
"ENSMUSG00000041180.13"	2535	1171	2402	3290	2456	2937
"ENSMUSG00000041187.16"	372	258	462	518	416	511
"ENSMUSG00000041189.9"	131	73	160	156	155	162
"ENSMUSG00000041193.15"	354	231	400	565	390	403
"ENSMUSG00000041199.3"	5288	2942	7043	8590	5961	4951
"ENSMUSG00000041202.12"	27	18	45	49	36	37
"ENSMUSG00000041203.9"	6683	3331	6469	8293	6617	6494
"ENSMUSG00000041205.8"	8845	4290	11476	13259	9651	10011
"ENSMUSG00000041215.16"	2707	1180	3379	3984	2571	3303
"ENSMUSG00000041216.15"	5966	3163	6907	8791	5810	6633
"ENSMUSG00000041219.14"	571	233	801	833	630	600
"ENSMUSG00000041220.10"	7406	4002	8751	9606	6791	8476
"ENSMUSG00000041225.16"	4354	2216	5175	6549	4318	5017
"ENSMUSG00000041229.15"	3449	1536	3937	4304	3067	3906
"ENSMUSG00000041231.15"	5725	2595	7045	8918	6106	5958
"ENSMUSG00000041235.12"	1548	706	2390	2152	1424	1887
"ENSMUSG00000041236.8"	20396	9194	22719	29202	19064	20984
"ENSMUSG00000041237.12"	1	1	11	18	4	7
"ENSMUSG00000041238.16"	564	238	730	760	554	537
"ENSMUSG00000041241.12"	6506	3240	7510	9009	6825	5810
"ENSMUSG00000041245.13"	4363	2116	4554	6494	4099	5343
"ENSMUSG00000041247.8"	63	4	93	126	54	93
"ENSMUSG00000041248.9"	6	1	1	2	1	1
"ENSMUSG00000041255.2"	5	2	0	9	10	3
"ENSMUSG00000041258.18"	4090	2510	4582	6328	5118	6499
"ENSMUSG00000041261.9"	1718	989	3814	3321	2050	1891
"ENSMUSG00000041263.14"	20725	9451	24535	29055	20935	25279
"ENSMUSG00000041264.16"	3882	1745	4577	5035	3780	4187
"ENSMUSG00000041268.17"	29661	11681	33117	40386	26056	36355
"ENSMUSG00000041272.11"	3486	1260	4251	5478	3644	4318
"ENSMUSG00000041278.10"	4390	2215	4888	6633	4631	4289
"ENSMUSG00000041287.5"	5	1	9	16	3	1
"ENSMUSG00000041293.5"	0	0	2	0	0	5
"ENSMUSG00000041297.8"	7082	2903	7627	9384	6680	8901
"ENSMUSG00000041298.15"	10470	5157	12762	15341	10922	12396
"ENSMUSG00000041301.15"	149	68	191	311	158	211
"ENSMUSG00000041303.7"	4911	2151	5462	7145	4592	5516
"ENSMUSG00000041308.6"	2335	1015	3186	3505	2335	2861
"ENSMUSG00000041309.17"	2028	1116	2386	2828	1805	1818
"ENSMUSG00000041313.14"	7044	3492	8120	9567	6983	8708
"ENSMUSG00000041319.14"	615	341	775	738	725	652
"ENSMUSG00000041323.6"	188	133	295	521	243	329
"ENSMUSG00000041324.14"	1286	1022	1295	2023	1762	1888
"ENSMUSG00000041328.16"	3601	1563	4581	5324	3960	4102
"ENSMUSG00000041329.13"	59132	27067	70123	83020	59524	65828
"ENSMUSG00000041333.6"	0	0	0	0	1	0
"ENSMUSG00000041341.10"	6740	2709	7508	8545	5681	7922
"ENSMUSG00000041343.19"	1453	573	1767	2253	1427	1739
"ENSMUSG00000041346.11"	1173	500	1281	1536	1150	1173
"ENSMUSG00000041347.5"	6	2	17	13	16	18
"ENSMUSG00000041351.16"	31527	14721	36295	44918	31902	33448
"ENSMUSG00000041353.12"	1531	740	1733	2103	1517	1693
"ENSMUSG00000041354.16"	2756	1538	3475	4731	3346	4022
"ENSMUSG00000041355.13"	7431	3267	8320	9960	7821	7084
"ENSMUSG00000041358.1"	47	19	57	90	34	29
"ENSMUSG00000041359.14"	0	0	0	0	0	0
"ENSMUSG00000041360.8"	4081	1738	4867	5509	4110	4158
"ENSMUSG00000041361.13"	126	57	171	203	121	135
"ENSMUSG00000041362.17"	3678	1599	4153	5352	4139	4207
"ENSMUSG00000041372.10"	86	45	61	163	65	96
"ENSMUSG00000041375.18"	4403	1768	4907	5931	4499	4980
"ENSMUSG00000041377.12"	117	90	243	266	130	160
"ENSMUSG00000041378.2"	3057	2869	3250	4650	4348	3062
"ENSMUSG00000041380.13"	7366	4016	7879	11813	7379	11342
"ENSMUSG00000041390.18"	566	258	691	1004	508	604
"ENSMUSG00000041396.13"	434	267	469	730	443	415
"ENSMUSG00000041399.3"	0	0	0	0	0	0
"ENSMUSG00000041406.14"	131	51	195	180	117	132
"ENSMUSG00000041408.18"	6737	3021	7393	9413	6550	7500
"ENSMUSG00000041415.10"	6046	2881	7376	8559	6079	7776
"ENSMUSG00000041417.15"	22611	9022	25944	31472	21625	26002
"ENSMUSG00000041420.18"	3074	1613	3912	4509	3554	3402
"ENSMUSG00000041423.16"	514	393	892	928	759	640
"ENSMUSG00000041426.12"	1545	708	2354	2603	1816	1537
"ENSMUSG00000041429.3"	260	131	223	351	261	229
"ENSMUSG00000041431.16"	169	73	175	249	131	178
"ENSMUSG00000041438.8"	2918	1208	3395	4471	2980	3386
"ENSMUSG00000041439.15"	12628	5837	14916	16777	11100	13652
"ENSMUSG00000041440.18"	253	154	315	447	349	456
"ENSMUSG00000041444.14"	62174	23396	73927	86009	58483	80695
"ENSMUSG00000041445.9"	535	372	743	871	556	629
"ENSMUSG00000041449.16"	48	0	5	19	14	0
"ENSMUSG00000041453.12"	26959	10568	32366	40411	28367	26363
"ENSMUSG00000041459.15"	15341	7376	17964	23924	16887	18970
"ENSMUSG00000041460.14"	423	197	523	559	439	553
"ENSMUSG00000041468.7"	2402	1036	2632	3636	2643	3016
"ENSMUSG00000041471.9"	557	276	642	875	642	749
"ENSMUSG00000041476.12"	5	0	18	0	11	8
"ENSMUSG00000041477.14"	1418	600	1858	2007	1592	1625
